FMID,MarketName,Website,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
1002615,Murray Farmers Market,http://www.utfb.fb.org,150 East 5200 South,Murray,Salt Lake,Utah,84107,07/26/2013 to 10/26/2013,Fri: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-111.88233700000001,40.659230000000001,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,06/11/13 15:28
1006006,Murray Hill Greenmarket,http://www.cenyc.org,"Second Ave, between E. 32nd & E. 33rd Sts",New York City,New York,New York,,,,,,,,,,-73.976299999999995,40.744100000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001319,Murrieta Certified Farmers' Market,http://www.myfarmersmarkets.com,Village Walk Way and Kalmia,Murrieta,Riverside,California,92562,01/01/2013 to 12/31/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-117.209401,33.563372000000001,Private business parking lot,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,06/24/13 15:51
1002559,MUSC Farmers Market,,171 Ashley Avenue (in horseshoe),Charleston,Charleston,South Carolina,29401,,,,,,,,,-79.946200000000005,32.784399999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003189,Muscatine Farmers Market I,,Wilson True Value parking lot,Muscatine,Muscatine,Iowa,52761,,,,,,,,,-91.031199999999998,41.440899999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010 10:03PM
1003190,Muscatine Farmers Market II,,City lot – corner of Sycamore & Mississippi Dr.,Muscatine,Muscatine,Iowa,52761,,,,,,,,,-91.043800000000005,41.421300000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010 10:01PM
1005497,Muscoot Farmers Market,http://www.muscootfarm.org,51 Route 100,Katonah,Westchester,New York,10536,05/12/2013 to 10/27/2013,Sun: 10:00 AM-3:00 PM;,,,,,,,-73.726459000000006,41.259469000000003,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,06/18/13 20:28
1002505,Museum of Contemporary Art Streeterville Chicago Market,,220 E Chicago Ave,Chicago,,Illinois,60611,,,,,,,,,-87.621300000000005,41.897199999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000577,Muskegon Farmers Market,,"700 Yuba St.,",Muskegon,Muskegon,Michigan,49442,,,,,,,,,-86.241100000000003,43.238399999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006123,Muskegon Heights Farmers Market,http://www.cityofmuskegonheights.org,"2600 Baker Street, Corner of Center & Baker Streets",Muskegon Heights,Muskegon,Michigan,49444,,,,,,,,,-86.218999999999994,43.193899999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000983,Muskogee Farmers' Market,,425 Boston Ave,Muskogee,Muskogee,Oklahoma,74401,,,,,,,,,-95.373099999999994,35.748899999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 4 2010 4:33PM
1000649,Mustang Kiwanis Farmers Market,http://www.mustangcommunitygarden.org/about_FM.html,470 W. Hwy 152,Mustang,Canadian,Oklahoma,73064,June to August,Sat:8:00 am - 11:00 am;,,,,,,,-97.715900000000005,35.391500000000001,Private business parking lot,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,04/18/11 23:41
1008223,My Courthouse Market,http://www.chiknegg.com,1800 Dickinson Road,Goochland,Goochland,Virginia,23063,06/26/2013 to 10/30/2013,Wed: 4:00 PM-7:00 PM;,,,,,,,-77.885335999999995,37.693184000000002,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,06/18/13 13:08
1008221,My Manakin Market,http://www.chiknegg.com,68 Broad Street Road,Manakin-Sabot,Goochland,Virginia,23103,05/04/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,12/07/2013 to 12/07/2013,Sat: 10:00 AM-2:00 PM;,,,,,-77.685474999999997,37.671931000000001,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,06/18/13 11:22
1001441,Myerstown Community Farmers Market,http://www.myerstownfarmersmarket.com,119 East Main Street,Myerstown,Lebanon,Pennsylvania,17067,May to December,Sat:8:00 am - 2:00 pm;,,,,,,,-76.3001,40.375799999999998,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,04/21/11 08:49
1005751,Myrtle Avenue Community-run Farm Stand,http://www.myrtleavenue.org,Myrtle Avenue and North Portland Avenue,Brooklyn,Kings,New York,11205,07/03/2013 to 10/30/2013,Wed: 8:00 AM-3:00 PM;,,,,,,,-73.975841299999999,40.693369500000003,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,06/12/13 14:43
1005247,Myrtle's Market (Myrtle Beach Farmers Market),http://www.cityofmyrtlebeach.com,10th Avenue & Oak Street,Myrtle Beach,Horry,South Carolina,29578,,,,,,,,,-78.882400000000004,33.696599999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007467,Mystic Farmers Market,,"Quambaug Fire House, 50 Old Stonington Road",Mystic,New London,Connecticut,6355,,,,,,,,,-71.973500000000001,41.360799999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007445,Mystic/Denison Farmers Market,,120 Pequotsepos Rd.,Mystic,New London,Connecticut,6355,,,,,,,,,-71.947100000000006,41.363,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006805,Nacogdoches Farmers' Market,http://www.nacogdochesfarmersmarket.com,107 W. Pearl Street,Nacogdoches,Nacogdoches,Texas,75961,01/01/2013 to 01/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.657621000000006,31.6048835,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,06/13/13 09:04
1005540,Nampa Farmers' Market,http://www.nampafarmersmarket.com,One 14th Avenue South,Nampa,Canyon,Idaho,83687,,Sat: 9:00 AM-1:00 PM;,,,,,,,-116.55719999999999,43.578090000000003,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,06/13/13 08:30
1007614,Nantucket Farmers Market,,Main and Federal Street,Nantucket,,Massachusetts,2554,,,,,,,,,-70.098600000000005,41.2834,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003101,Napa Chef's Farmers Market,,1st St. & Main St.,Napa,Napa,California,94581,,,,,,,,,-122.285,38.299199999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003100,Napa Tuesday Downtown Farmers Market,http://www.commongreens.com,500 First St./ COPIA P.L.,Napa,Napa,California,94581,,,,,,,,,-122.279,38.302799999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005827,Naperville Farmers Market,,200 E. 5th St.,Naperville,DuPage,Illinois,60563,,,,,,,,,-88.147300000000001,41.765900000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004822,Naples Farmers Market,,"Naples Village Green, Off Route 302",Naples,Cumberland,Maine,,,,,,,,,,-70.603999999999999,43.964300000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003111,Narrowsburg Country Market,,"Library parking lot , Bridge Street",Narrowsburg,Sullivan,New York,12764,,,,,,,,,-75.058099999999996,41.607599999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 19 2010 10:22PM
1006332,Nashua Lion Farmers Market,,Lions Park by Civic Center Nashua,Nashua,Valley,Montana,,,,,,,,,,-106.358,48.133600000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000609,Nashville Chamber of Commerce Market,http://www.nashvillechamber@sbcglobal.net,South side of Courthouse,Nashville,Washington,Illinois,62263,,,,,,,,,-89.390199999999993,38.337400000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002146,Nashville F.A.R.M I,http://www.geocities.com/farmnashville,6401 Harding Rd.,Nashville,Davidson,Tennessee,37208,,,,,,,,,-86.885800000000003,36.092199999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002147,Nashville F.A.R.M. II,http://www.geocities.com/farmnashville,4101 Harding Road,Nashville,Davidson,Tennessee,37208,,,,,,,,,-86.849199999999996,36.0931,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002144,Nashville F.A.R.M. III,http://www.geocities.com./farmnsahville,2100 Woodmont Blvd.,Nashville,Davidson,Tennessee,37208,,,,,,,,,-86.811999999999998,36.114100000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002145,Nashville F.A.R.M. IV,http://www.geocities.com/farmnashville,3016 Nollensville Road,Nashville,Davidson,Tennessee,37208,,,,,,,,,-86.789199999999994,36.169800000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003394,Nashville Farmers' Market,,Powell Ave.,Nashville,Davidson,Tennessee,,June to October,,,,,,,,-86.784800000000004,36.169400000000003,Healthcare Institution,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,01/22/12 18:33
1005239,"Nathan "" Bubba "" Dukes",,Haffen Park Hammersley & Wickham Avenues,New York,Bronx,New York,10469,June to November,Sat:7:00 am - 7:30 pm;,,,,,,,-73.839200000000005,40.872799999999998,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,01/20/12 11:38
1001547,Natick Center Farmers Market,http://www.natickfarmersmarket.com,"Natick Common, Route 27",Natick,Middlesex,Massachusetts,1760,05/04/2013 to 11/16/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.346889000000004,42.282865000000001,Local government building grounds,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06/24/13 21:49
1008392,Natick Winter Market,http://www.natickfarmersmarket.com,Common Street,Natick,Middlesex,Massachusetts,1760,11/23/2013 to 04/12/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-71.346035999999998,42.282910999999999,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,06/24/13 21:53
1001182,National City CFM,,A Street & 8th St.,National City,San Diego,California,,,,,,,,,,-117.10599999999999,32.676099999999998,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1002410,National Women In Ag Assoc. Community Farmers Market,http://www.nationalwomeninag.com,1701 N. Martin Luther King Ave.,Oklahoma City,Oklahoma,Oklahoma,73111,June to August,Fri:9:00 AM - 1:00 PM;,,,,,,,-97.476721600000005,35.486910600000002,Private business parking lot,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,05/31/12 14:23
1000923,Nationwide Children's Hospital,http://www.nationwidechildrens.org,732 E. Livingston Avenue,Columbus,Franklin,Ohio,43205,July to October,Tue:11:30 AM - 1:30 PM;,,,,,,,-82.978471900000002,39.951040599999999,Healthcare Institution,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,04/27/12 09:13
1002257,Nationwide-Pearl Alley Growers Farmers Market,http://www.pearlalleygrowers.com,Nationwide Blvd and High Street,Columbus,,Ohio,43215,,,,,,,,,-83.020200000000003,40.050800000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004877,Natividad Medical Center Certified Farmers' Market,http://www.everyonesharvest.org,1441 Constitution Blvd.,Salinas,Monterey,California,93906,05/15/2013 to 10/30/2013,Wed: 11:00 AM-3:30 PM;,,,,,,,-121.63121599999999,36.696261999999997,Healthcare Institution,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,N,06/27/13 14:13
1000516,Natoma Farmers Market,,435 Elm Street,Natoma,Osborne,Kansas,67751,,,,,,,,,-99.023499999999999,39.190199999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003710,Natomas Certified Farmers' Market,http://www.California-Grown.com,3637 North Freeway Blvd.,Sacramento,Sacramento,California,95834,June to September,Sat:8:00 AM - 12:00 PM;,,,,,,,-121.4965054,38.639081900000001,Private business parking lot,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,05/12/12 10:12
1000511,Natrona County Master Gardeners Farmers' Market,,2011 Fairgrounds Road,Casper,Natrona,Wyoming,82604,August to September,,,,,,,,-106.363,42.828699999999998,Private business parking lot,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,05/27/11 08:37
20240,Natural Living Farmers Market,http://www.nlfmarket.webs.com/,5702 Calhoun Road,Houston,,Texas,77021,,,,,,,,,-95.345799999999997,29.7026,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
1001803,Nature's Best Farmers Market,,The Pavilion at Boney Park,Fairview,Oscoda,Michigan,48621,05/25/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.047383999999994,44.724631000000002,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,06/10/13 19:28
1001438,Natures Carousel,,233 South Market St.,Galion,Crawford,Ohio,,,,,,,,,,-82.789400000000001,40.731999999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007478,Naugatuck Farmers Market,,"On the Green, Church Street",Naugatuck,New Haven,Connecticut,,,,,,,,,,-73.073400000000007,41.492400000000004,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007160,Navarro County Farmers Market Association,,Business Route Highway 75 at 6th Avenue,Corsicana,Navarro,Texas,75110,,,,,,,,,-96.459699999999998,32.0944,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
20241,Navasota Farmers Market,http://www.localharvest.org/navasota-farmers-market-M59065,310 E. Washington,Navasota,,Texas,77868,,,,,,,,,-96.087999999999994,30.3886,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
1005026,Nazareth Farmers Market on the Square,,Nazareth Square,Nazareth,Northampton,Pennsylvania,18064,,Sat: 9:00 AM-1:00 PM;,,,,,,,-75.311959999999999,40.74239,Other,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,06/13/13 12:22
1005074,NDD Common Greens Farmers Market,http://www.downtownnewark.com,Broad Stree & Park Place,Newark,Essex,New Jersey,,,,,,,,,,-74.168999999999997,40.7408,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001162,Nebagamon's Lakeview Farmers Market,,Sharon's Lakeview Café,Lake Nebagamon,Douglas,Wisconsin,54849,,,,,,,,,-91.699299999999994,46.5139,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000625,Nebraska City Farmers Market,http://www.NebraskaCity.com,Central Ave. between 9th & 10th St.,Nebraska City,Otoe,Nebraska,68410,,,,,,,,,-95.855199999999996,40.677500000000002,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008325,Needham Farmers Market,,23 Dedham Avenue,Needham,Norfolk,Massachusetts,2492,,Sun: 1:00 PM-5:00 PM;,,,,,,,-71.235755999999995,42.279665000000001,Other,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,06/23/13 08:34
1006641,Neenah Farmer's Market,http://www.neenah.org,210 E Wisconsin Ave.,Neenah,Winnebago,Wisconsin,54956,06/15/2013 to 10/12/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.459157000000005,44.185420000000001,Other,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,06/24/13 14:29
1008453,Neighborhood House Farmers Market,http://www.nhclx.org,201 3rd Street,El Centro,Imperial,California,92243,09/14/2013 to 12/14/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-115.54878600000001,32.791761999999999,Private business parking lot,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,06/25/13 14:38
1007223,Neillsville Farmers Market,,,Neillsville,Clark,Wisconsin,54456,May to October,Sat:8:00 AM - 12:00 PM;,,,,,,,-90.595944000000003,44.559744000000002,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,05/ 7/12 11:41
1001474,NELHA Fish Farmers Market,http://www.energyfuturehawaii.org,73-4460 Queen Kaahumanu Hwy,Kailua-Kona,Hawaii,Hawaii,96740,,,,,,,,,-156.03700000000001,19.707599999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 25 2010 5:28AM
1003106,Neligh Farmers Market,,Antelope County Courthouse,Neligh,Antelope,Nebraska,68756,,,,,,,,,-98.029799999999994,42.128599999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006327,Nelson Farmers Market,http://www.nelsonfarmersmarket.com,3079 Rockfish Valley Hwy,Nellysford,Nelson,Virginia,22958,05/04/2013 to 10/26/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-78.871309999999994,37.891559999999998,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,06/14/13 12:54
1006548,Nemaha County Farmers Market,,9th and Hst,Auburn,Nemaha,Nebraska,68305,May to November,sun:7:30 AM - 11:00 AM;,,,,,,,-95.836122000000003,40.396093999999998,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,05/17/12 13:57
1006131,Nenana Open Air Market,,Corner of Parks Highway & Main Street,Nenana,,Alaska,99704,,,,,,,,,-149.096,64.556600000000003,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1006463,Neosho Farmers' Market,,NE corner Spring and Jefferson Streets,Neosho,Newton,Missouri,64850,May to October,Sat:8:00 am - 12:00 pm;,,,,,,,-94.369399999999999,36.869799999999998,Private business parking lot,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,04/13/11 21:27
1001667,Nesconset Farmer's Market,http://www.ligreenmarket.org,127 Smithtown Blvd.,Nesconset,Nassau,New York,11767,July to November,Sat:9:00 AM - 2:00 PM;,,,,,,,-73.156903999999997,40.837173800000002,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,05/17/12 16:30
1001505,Neshoba County Farmer's Market,,704 E Main St.,Philadelphia,Neshoba,Mississippi,39350,June to September,Tue:6:00 AM - 8:00 AM;Thu:6:00 AM - 8:00 AM;Sat:6:00 AM - 8:00 AM;,,,,,,,-89.085938299999995,32.770806999999998,Private business parking lot,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,05/31/12 14:09
1007768,Netcong Farmers Market,http://www.netcong.org/,Main Street & Rt. 46,Netcong,Morris County,New Jersey,,,,,,,,,,-74.713300000000004,40.893000000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1006787,Neutaconkanut Farmers Market,http://www.farmfresh.org/markets,700 Plainfield Street,Providence,Providence,Rhode Island,2909,07/08/2013 to 10/28/2013,Mon: 3:00 PM-6:00 PM;,,,,,,,-71.461669999999998,41.811481999999998,Other,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,06/18/13 12:39
1003891,Nevada City Farmers Market,http://www.ncfarmersmarket.org,100 Union Street,Nevada City,Nevada,California,95959,June to November,Sat:8:30 AM - 12:30 PM;,,,,,,,-121.017194,39.262479999999996,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,05/ 8/12 17:12
1002049,Nevada City Farmers Market II,,Argall Way & Zion,Grass Valley,Nevada,California,95945,,,,,,,,,-121.026,39.252899999999997,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06/11/13 15:41
1003536,Nevada County Farmers Market,,11078 West First Street North,Prescott,Nevada,Arkansas,71857,,,,,,,,,-93.375699999999995,33.806899999999999,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1008631,Nevada/Vernon County Farmers' Market,http://www.vcfarmersmarket.org,304 West Austin Boulevard,Nevada,Vernon,Missouri,64772,05/04/2013 to 09/28/2013,Sat: 8:00 AM-12:00 PM;,,,,,,,-94.359451000000007,37.837232,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,06/27/13 11:55
1008563,New Albany Biscuits and Jam Farmers Market,,Bankhead and Main Street,New Albany,Union,Mississippi,38652,05/18/2013 to 11/30/2013,Sat: 7:00 AM-10:00 AM;,,,,,,,-89.011268999999999,34.494788999999997,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,06/26/13 14:19
1005489,New Albany Farmers Market,http://www.newalbanyfarmersmarket.com,202 E. Market,New Albany,Floyd,Indiana,47150,May to October,Wed:4:00 PM - 7:00 PM;Sat:8:00 AM - 1:00 PM;,,,,,,,-85.820949999999996,38.284950000000002,Local government building grounds,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,05/25/12 23:04
1005490,New Albany Farmers Market,http://www.newalbanyfarmersmarket.com,1850 State Street,New Albany,Floyd,Indiana,47150,June to September,Tue:11:00 AM - 2:00 PM;,,,,,,,-85.835214199999996,38.300652700000001,Healthcare Institution,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,05/25/12 23:04
1005527,New Albany Farmers Market,,200 Market Street,New Albany,Franklin,Ohio,43054,06/20/2013 to 08/29/2013,Thu: 4:00 PM-7:00 PM;,09/14/2013 to 12/14/2013,Sat: 9:00 AM-12:00 PM;,,,,,-82.815413000000007,40.081485999999998,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,06/18/13 05:57
1006395,New Albany Farmers Market,,112 Fairgrounds Circle,New Albany,Union,Mississippi,38652,,,,,,,,,-89.0321,34.511600000000001,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007282,New Amsterdam Market,http://www.newamsterdammarket.org,South Street Between Beekman Street and Peck Slip,New York,New York,New York,10038,April to December,sun:11:00 AM - 4:00 PM;,,,,,,,-74.003219999999999,40.706929000000002,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,04/27/12 00:18
1003674,New Baltimore Farmers' Market,http://www.newbaltimorefarmersmarket.com,Washington at Main,New Baltimore,Macomb,Michigan,48047,07/14/2013 to 10/13/2013,Sun: 8:00 AM-1:00 PM;,,,,,,,-82.734453999999999,42.679501000000002,Local government building grounds,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,06/10/13 12:59
1003850,New Baltimore Farmers' Market,http://www.NewBaltimorefarmersmarket.org,Route 54,Hannacroix,Greene,New York,12087,06/08/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-73.835678000000001,42.415599999999998,Local government building grounds,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,06/10/13 16:30
1002205,New Bedford/Clasky Common,,Pleasant Street between Pearl and Pope Streets,New Bedford,Bristol,Massachusetts,2740,07/06/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.928561000000002,41.644114999999999,Closed-off public street,Y,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,06/19/13 07:41
1003847,New Bedford/Wings Court Farmers Market,,"Pleasant St., at the New Bedford Public Library",New Bedford,Bristol,Massachusetts,2740,,Thu: 2:00 PM-6:00 PM;,,,,,,,-70.926983000000007,41.634946999999997,Local government building grounds,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,06/11/13 22:56
